,year,title,genre,avg_vote,movie_rating
7952,2007,El-Gazirah,"Action, Biography, Drama",7.8,good
7953,2008,Selbstgespräche,"Comedy, Drama",6.1,good
7954,2009,El Contrato,"Action, Crime, Romance",4.3,okay
7955,2009,Guiness,"Action, Comedy, Drama",4.7,okay
7956,2009,Heaven's Door,Drama,6.6,good
7957,2008,Misseu Hongdangmu,Comedy,6.3,good
7958,2008,Oi sklavoi sta desma tous,"Drama, Romance",5.7,okay
7959,2008,Coluche: l'histoire d'un mec,"Biography, Drama, History",5.6,okay
7960,2008,Echte Wiener - Die Sackbauer-Saga,"Comedy, Drama",6.6,good
7961,2009,Main Aurr Mrs Khanna,"Comedy, Drama, Romance",3.6,okay
7962,2010,The Myth of the American Sleepover,"Comedy, Drama, Romance",6.3,good
7963,2008,Rozmowy noca,"Comedy, Romance",5.4,okay
7964,2008,Stella,Drama,7.2,good
7965,2008,Un homme et son chien,Drama,6.0,good
7966,2008,Era Uma Vez...,"Drama, Romance",7.1,good
7967,2010,The Four-Faced Liar,"Comedy, Drama, Romance",5.7,okay
7968,2009,City Island,"Comedy, Drama",7.4,good
7969,2009,An Education,Drama,7.3,good
7970,2009,The Undying,Thriller,4.4,okay
7971,2010,Acorazado,Comedy,6.6,good
7972,2008,Biohazard Regeneration,"Animation, Action, Horror",6.5,good
7973,2008,W.,"Biography, Comedy, Drama",6.3,good
7974,2008,Lejdis,Comedy,5.4,okay
7975,2008,Me and Orson Welles,"Comedy, Drama",6.7,good
7976,2007,Xue chan,Drama,6.4,good
7977,2010,All Good Things,"Crime, Drama, Mystery",6.3,good
7978,2008,Bam gua nat,Drama,7.1,good
7979,2008,Çilgin dersane kampta,Comedy,2.0,bad
7980,2009,Balancing the Books,"Drama, Thriller",3.7,okay
7981,2008,Gigantic,"Comedy, Drama, Romance",6.0,good
7982,2009,Hunger,"Action, Crime, Horror",5.3,okay
7983,2009,Tetsuo: The Bullet Man,"Action, Horror, Sci-Fi",5.7,okay
7984,2008,Na vlastní nebezpecí,"Action, Thriller",3.8,okay
7985,2007,Race,"Animation, Sci-Fi",4.7,okay
7986,2008,Mein Freund aus Faro,Drama,6.5,good
7987,2008,Novemberkind,Drama,6.7,good
7988,2009,Across the Hall,"Horror, Mystery, Thriller",6.0,good
7989,2009,Hexe Lilli: Der Drache und das magische Buch,"Adventure, Comedy, Family",5.2,okay
7990,2009,Murder Loves Killers Too,"Horror, Thriller",4.8,okay
7991,2009,Away We Go,"Comedy, Drama, Romance",7.0,good
7992,2009,Quick Gun Murugun: Misadventures of an Indian Cowbo,"Action, Comedy, Drama",5.9,okay
7993,2008,25 kilates,Thriller,6.2,good
7994,2010,Las buenas hierbas,Drama,6.8,good
7995,2008,"Evet, ich will!","Comedy, Romance",6.6,good
7996,2008,Retorno a Hansala,Drama,6.4,good
7997,2008,Eldorado,"Comedy, Drama",6.7,good
7998,2008,Ladrones a Domicilio,"Adventure, Comedy, History",6.3,good
7999,2008,One Two Three,"Comedy, Crime",5.2,okay
8000,2009,Paying Guests,"Comedy, Drama",4.2,okay
8001,2009,Weekend cu mama,Drama,7.1,good
8002,2008,Surviving Crooked Lake,Thriller,5.1,okay
8003,2008,Naoko,"Drama, Romance, Sport",6.1,good
8004,2008,Svetat e golyam i spasenie debne otvsyakade,Drama,8.0,good
8005,2008,Beer for My Horses,"Action, Comedy, Crime",4.8,okay
8006,2007,Cyrano Fernández,"Action, Drama, Romance",6.0,good
8007,2008,Los paranoicos,Comedy,6.6,good
8008,2008,Superstar,"Drama, Romance",6.0,good
8009,2009,Whatever Works,"Comedy, Romance",7.1,good
8010,2007,20 sigaret,"Action, Comedy, Drama",5.5,okay
8011,2010,Les aventures extraordinaires d'Adèle Blanc-Sec,"Action, Adventure, Fantasy",6.3,good
8012,2007,Baklava,"Adventure, Drama, Music",4.8,okay
8013,2010,From Paris with Love,"Action, Crime, Thriller",6.5,good
8014,2010,A Nightmare on Elm Street,"Crime, Drama, Horror",5.2,okay
8015,2008,Oi dau dai,Comedy,4.4,okay
8016,2009,Oral Fixation,Thriller,4.0,okay
8017,2008,Samyy luchshiy film,Comedy,3.0,okay
8018,2010,6 Souls,"Horror, Mystery, Thriller",6.1,good
8019,2008,Truth Hall,Drama,4.8,okay
8020,2008,Himalayaeui sonyowa,Drama,6.4,good
8021,2008,Warten auf Angelina,Comedy,4.8,okay
8022,2009,Chéri,"Comedy, Drama, Romance",6.2,good
8023,2008,Inu to watashi no 10 no yakusoku,"Comedy, Drama, Romance",7.1,good
8024,2008,Tôkyô shônen,"Mystery, Romance",6.1,good
8025,2009,La vergüenza,Drama,6.7,good
8026,2007,Kappa no Kû to natsuyasumi,"Animation, Adventure, Come",7.4,good
8027,2008,Mission Istaanbul: Darr Ke Aagey Jeet Hai!,"Action, Adventure, Drama",3.4,okay
8028,2008,Mithya,"Comedy, Crime, Thriller",7.1,good
8029,2008,A Song of Good,"Crime, Drama, Mystery",5.6,okay
8030,2008,Tatil Kitabi,Drama,6.3,good
8031,2009,TiMER,"Comedy, Drama, Romance",6.5,good
8032,2008,48 heures par jour,Comedy,5.1,okay
8033,2009,Commis d'office,"Comedy, Thriller",5.3,okay
8034,2008,Go Fast,"Action, Crime, Drama",5.8,okay
8035,2009,My Bloody Valentine,"Horror, Mystery, Thriller",5.4,okay
8036,2007,Paranormal Activity,"Horror, Mystery, Thriller",6.3,good
8037,2010,Todas las canciones hablan de mí,Comedy,6.3,good
8038,2009,Budapest,"Drama, Romance",6.0,good
8039,2008,Doraemon: Nobita to midori no kyojinden,"Animation, Adventure, Come",6.3,good
8040,2008,Wo jiao Liu Yue Jin,Drama,6.3,good
8041,2008,Blackout,"Mystery, Thriller",5.1,okay
8042,2008,Plus tard,Drama,5.8,okay
8043,2008,Show of Hands,"Comedy, Drama, Romance",6.5,good
8044,2008,Vaaranam Aayiram,"Drama, Musical, Romance",8.0,good
8045,2010,Black Death,"Action, Drama, History",6.4,good
8046,2010,Bunraku,"Action, Drama, Fantasy",6.2,good
8047,2009,20-seiki shônen: Saishû-shô - Bokura no hata,"Adventure, Fantasy",6.6,good
8048,2009,20-seiki shônen: Dai 2 shô - Saigo no kibô,"Drama, Fantasy",6.5,good
8049,2009,Der Knochenmann,"Comedy, Crime, Thriller",7.5,good
8050,2008,Les bureaux de Dieu,"Comedy, Drama",6.0,good
8051,2010,Negro Buenos Aires,Thriller,4.6,okay
8052,2009,Moon,"Drama, Mystery, Sci-Fi",7.9,good
8053,2010,You Will Meet a Tall Dark Stranger,"Comedy, Drama, Romance",6.3,good
8054,2009,Direct Contact,"Action, Thriller",4.3,okay
8055,2008,Lao shi jia lao da,Comedy,4.9,okay
8056,2010,Dulha Mil Gaya,"Comedy, Drama, Romance",4.2,okay
8057,2008,Krazzy 4,"Comedy, Crime, Drama",4.2,okay
8058,2009,Ninja,"Action, Crime, Drama",5.5,okay
8059,2008,L'emmerdeur,Comedy,5.4,okay
8060,2008,Rab Ne Bana Di Jodi,"Comedy, Drama, Music",7.2,good
8061,2010,S.N.U.B!,"Horror, Thriller",2.9,bad
8062,2008,Bachna Ae Haseeno,"Comedy, Drama, Romance",6.2,good
8063,2009,Beyond a Reasonable Doubt,"Crime, Drama, Mystery",5.9,okay
8064,2008,Chocolate,"Action, Drama",6.9,good
8065,2009,La horde,"Action, Horror",5.9,okay
8066,2009,Pink,"Comedy, Drama, Romance",3.9,okay
8067,2010,Le village des ombres,"Horror, Mystery, Thriller",4.3,okay
8068,2010,Stag Night of the Dead,"Action, Comedy, Horror",3.1,okay
8069,2007,1814,"History, Thriller",6.1,good
8070,2009,Cracks,"Drama, Thriller",6.7,good
8071,2009,La fille du RER,Drama,6.0,good
8072,2008,My Effortless Brilliance,Drama,5.4,okay
8073,2009,Æblet & ormen,"Animation, Family",6.5,good
8074,2008,Angel,Drama,2.6,bad
8075,2008,Tôkyô zankoku keisatsu,"Action, Comedy, Horror",5.9,okay
8076,2008,New Town Killers,"Action, Crime, Drama",5.6,okay
8077,2010,Mr. Nice,"Biography, Comedy, Crime",6.4,good
8078,2010,Teen Patti,"Crime, Drama, Thriller",4.1,okay
8079,2009,The Vicious Kind,"Comedy, Drama",7.0,good
8080,2010,Welcome to the Rileys,Drama,7.0,good
8081,2008,Parque vía,Drama,6.8,good
8082,2009,The Stoneman Murders,"Crime, Drama, Mystery",7.4,good
8083,2008,The Collective,"Mystery, Thriller",4.1,okay
8084,2009,Finding Bliss,"Comedy, Romance",5.3,okay
8085,2008,Kino Lika,Drama,5.7,okay
8086,2008,Freakdog,"Fantasy, Horror, Sci-Fi",5.0,okay
8087,2009,Stan Helsing,"Comedy, Horror",3.6,okay
8088,2009,Princess Ka'iulani,Drama,6.2,good
8089,2009,Map of the Sounds of Tokyo,"Drama, Thriller",6.0,good
8090,2008,Saikyô heiki joshikôsei: Rika - zonbi hantâ vs saik,"Action, Horror",5.2,okay
8091,2009,Mensch,"Crime, Drama",5.5,okay
8092,2010,Veer,"Action, Adventure, Drama",4.6,okay
8093,2010,When in Rome,"Comedy, Romance",5.6,okay
8094,2008,Dostana,"Comedy, Drama, Romance",6.5,good
8095,2008,Hak sai lik,Action,5.6,okay
8096,2009,My One and Only,"Adventure, Biography, Come",6.5,good
8097,2008,Le piège américain,"Drama, Thriller",6.1,good
8098,2009,Kurbaan,"Action, Crime, Drama",5.7,okay
8099,2008,Shin-gi-jeon,"Adventure, Drama",6.0,good
8100,2007,The Hanged Man,Thriller,3.7,okay
8101,2009,Kansen rettô,"Drama, Sci-Fi, Thriller",5.2,okay
8102,2008,Star Wars: The Clone Wars,"Animation, Action, Adventu",5.9,okay
8103,2009,Adam,"Comedy, Drama, Romance",7.2,good
8104,2008,S.O.S Svartskjær,Family,5.5,okay
8105,2008,Nights and Weekends,"Drama, Romance",6.1,good
8106,2010,Lope,"Biography, Drama, History",6.0,good
8107,2009,Frozen Kiss,Drama,2.7,bad
8108,2010,Kung Fu Magoo,Animation,4.9,okay
8109,2008,Morfiy,Drama,7.2,good
8110,2009,Ninja Assassin,"Action, Thriller",6.3,good
8111,2008,Le silence de Lorna,Drama,7.1,good
8112,2009,Spread,"Comedy, Drama, Romance",5.9,okay
8113,2009,Fung wan II,"Action, Adventure, Fantasy",5.3,okay
8114,2008,Kacheli,Drama,6.6,good
8115,2009,Baby on Board,"Comedy, Romance",4.2,okay
8116,2008,Who Do You Love,Drama,5.5,okay
8117,2008,Jiang shan mei ren,"Action, Drama, History",5.9,okay
8118,2008,Paper Covers Rock,Drama,6.7,good
8119,2009,Agora,"Adventure, Biography, Dram",7.2,good
8120,2008,Chintakayala Ravi,"Comedy, Drama, Romance",5.4,okay
8121,2009,Arlen Faber,"Comedy, Romance",6.4,good
8122,2008,Grindstone Road,"Horror, Mystery, Thriller",4.5,okay
8123,2009,3 Idiots,"Comedy, Drama",8.4,good
8124,2009,La Nana,"Comedy, Drama",7.3,good
8125,2008,Saving God,"Crime, Drama",5.7,okay
8126,2008,1 1/2 Ritter - Auf der Suche nach der hinreißenden ,Comedy,3.6,okay
8127,2009,Triangle,"Fantasy, Mystery, Thriller",6.9,good
8128,2010,Peacock,"Drama, Thriller",6.2,good
8129,2008,Akanbo shôjo,Horror,5.4,okay
8130,2009,Pandorum,"Action, Horror, Mystery",6.7,good
8131,2009,Bellamy,"Crime, Drama, Thriller",5.9,okay
8132,2009,Castillos de cartón,"Drama, Romance",5.8,okay
8133,2009,El cónsul de Sodoma,"Biography, Drama, Romance",5.7,okay
8134,2009,Ex,"Comedy, Romance",6.2,good
8135,2008,Fritt vilt II,"Horror, Thriller",6.2,good
8136,2009,Haarautuvan rakkauden talo,"Comedy, Drama",6.5,good
8137,2008,In 3 Tagen bist du tot 2,"Horror, Thriller",6.0,good
8138,2009,La isla interior,Drama,6.5,good
8139,2009,Väärät juuret,Drama,6.0,good
8140,2010,My Name Is Khan,Drama,8.0,good
8141,2009,Kielletty hedelmä,Drama,6.3,good
8142,2008,Putoavia enkeleitä,"Biography, Drama",6.3,good
8143,2008,Radeloos,Drama,5.3,okay
8144,2010,Toonpur Ka Superrhero,"Animation, Action, Adventu",4.2,okay
8145,2008,Wit licht,"Drama, Thriller",5.9,okay
8146,2009,Yatzy,Drama,5.4,okay
8147,2009,Ricky,"Comedy, Drama, Fantasy",5.7,okay
8148,2008,The Pleasure of Being Robbed,Drama,5.9,okay
8149,2008,The Lost Coast,Drama,4.8,okay
8150,2008,A Necessary Death,"Drama, Thriller",6.7,good
8151,2008,The New Year Parade,Drama,6.6,good
8152,2008,La sangre brota,Drama,6.4,good
8153,2008,Yeast,Drama,5.4,okay
8154,2008,Maskeli Besler: Kibris,Comedy,3.0,okay
8155,2008,Taková normální rodinka,Comedy,4.3,okay
8156,2008,Broken Path,Action,5.0,okay
8157,2007,Ilya Muromets i Solovey Razboynik,"Animation, Adventure, Fami",6.9,good
8158,2008,Watch Out,"Comedy, Drama, Horror",4.0,okay
8159,2010,Shekarchi,"Drama, Thriller",6.3,good
8160,2008,The Legend of Bloody Mary,"Horror, Thriller",2.7,bad
8161,2009,2012,"Action, Adventure, Sci-Fi",5.8,okay
8162,2009,Black Dynamite,"Action, Comedy",7.4,good
8163,2008,Bloodline,Mystery,5.8,okay
8164,2008,Chugyeogja,"Action, Crime, Thriller",7.9,good
8165,2006,Gekijouban Doubutsu no mori,"Animation, Comedy, Family",6.6,good
8166,2007,Opapatika,"Action, Fantasy, Sci-Fi",4.3,okay
8167,2008,An American Carol,"Comedy, Fantasy",4.1,okay
8168,2009,Amreeka,Drama,7.0,good
8169,2008,Girara no gyakushû: Tôya-ko Samitto kikiippatsu,"Comedy, Sci-Fi",5.1,okay
8170,2009,"Road, Movie","Adventure, Comedy, Crime",6.8,good
8171,2009,The Beacon,"Action, Fantasy, Horror",4.7,okay
8172,2008,Eye for Eye,"Action, Drama",3.3,okay
8173,2008,Red Victoria,"Comedy, Horror",4.3,okay
8174,2009,Enter the Void,"Drama, Fantasy",7.3,good
8175,2008,The Gates of Hell,"Horror, Thriller",4.1,okay
8176,2008,Jalsa,"Action, Comedy",7.3,good
8177,2010,Right Yaaa Wrong,"Crime, Drama, Thriller",6.4,good
8178,2008,Thoda Pyaar Thoda Magic,"Comedy, Drama, Family",4.9,okay
8179,2009,Zion Ve Ahiv,Drama,6.1,good
8180,2009,Zone of the Dead,"Action, Horror, Sci-Fi",3.9,okay
8181,2008,My iz budushchego,"Action, Drama, Fantasy",6.8,good
8182,2008,Kuchisake-onna 2,"Drama, Horror",5.8,okay
8183,2008,Oneechanbara: The Movie,"Action, Horror",4.8,okay
8184,2009,Call of the Wild,"Adventure, Drama, Family",5.3,okay
8185,2009,Crushed,"Horror, Thriller",4.1,okay
8186,2009,Punching the Clown,Comedy,7.2,good
8187,2008,Rescued,"Comedy, Drama, Romance",3.6,okay
8188,2009,Le code a changé,"Comedy, Drama",5.7,okay
8189,2009,Up in the Air,"Comedy, Drama, Romance",7.4,good
8190,2007,Bareuge salja,"Action, Comedy",7.4,good
8191,2010,Corrado,"Action, Crime, Drama",3.3,okay
8192,2007,Geomeun jip,"Horror, Thriller",6.2,good
8193,2010,My Own Love Song,"Comedy, Drama",5.8,okay
8194,2008,Recep Ivedik,Comedy,4.6,okay
8195,2007,Ssa-woom,"Action, Comedy, Romance",5.8,okay
8196,2009,Bled White,Horror,4.4,okay
8197,2008,Immigrants (L.A. Dolce Vita),"Animation, Comedy",5.7,okay
8198,2010,Step Up 3D,"Drama, Music, Romance",6.2,good
8199,2008,Bujjigaadu: Made in Chennai,"Action, Drama",6.4,good
8200,2007,Goongnyeo,"Crime, Drama, History",6.4,good
8201,2008,Friedliche Zeiten,"Comedy, Drama",6.3,good
8202,2009,Il grande sogno,Drama,5.7,okay
8203,2010,Jaane Kahan Se Aayi Hai,"Comedy, Drama, Fantasy",3.8,okay
8204,2008,Das Fremde in mir,Drama,6.7,good
8205,2010,Get Educated: Paathshaala,"Drama, Family",4.9,okay
8206,2009,Polytechnique,"Crime, Drama, History",7.2,good
8207,2009,Le vilain,Comedy,6.3,good
8208,2009,Get Low,"Drama, Mystery",7.0,good
8209,2010,Casino Jack,"Biography, Comedy, Crime",6.2,good
8210,2008,Dark Reprieve,"Mystery, Sci-Fi, Thriller",3.0,okay
8211,2007,Rats and Cats,"Comedy, Drama",6.0,good
8212,2008,Faa faa ying ging,"Action, Romance, Thriller",5.1,okay
8213,2009,"Chelovek, kotoryy znal vsyo",Drama,5.8,okay
8214,2008,Murder.com,"Crime, Drama, Mystery",3.5,okay
8215,2008,Domovoy,Thriller,7.0,good
8216,2008,Ek Vivaah... Aisa Bhi,"Drama, Romance",5.3,okay
8217,2009,Envoyés très spéciaux,Comedy,5.3,okay
8218,2008,Lluvia,"Drama, Romance",6.5,good
8219,2008,LOL (Laughing Out Loud) ®,"Comedy, Romance",6.3,good
8220,2008,Muumi ja vaarallinen juhannus,"Animation, Family, Fantasy",5.5,okay
8221,2008,Nunta muta,"Comedy, Drama, History",7.9,good
8222,2009,Sun cheung sau,"Action, Adventure, Crime",5.6,okay
8223,2008,Unspoken,Drama,5.9,okay
8224,2008,Ikigami,Drama,7.2,good
8225,2007,Koizora,"Drama, Romance",7.0,good
8226,2008,Siyama,"Action, Adventure, Drama",4.1,okay
8227,2010,Crazy on the Outside,"Comedy, Crime",5.5,okay
8228,2008,Daybreak,Romance,4.8,okay
8229,2010,Diary of a Wimpy Kid,"Comedy, Drama, Family",6.2,good
8230,2009,Harmony and Me,Comedy,6.2,good
8231,2010,Cemetery Junction,"Comedy, Drama",6.9,good
8232,2008,Nishi no majo ga shinda,"Drama, Family",6.7,good
8233,2008,La guerre des miss,Comedy,5.2,okay
8234,2009,After Last Season,"Animation, Drama, Sci-Fi",1.6,bad
8235,2010,Pound of Flesh,"Crime, Drama, Thriller",3.0,okay
8236,2010,Inhale,"Drama, Thriller",6.6,good
8237,2008,Broken Fences,"Drama, Western",4.2,okay
8238,2009,Caesar and Otto's Summer Camp Massacre,"Comedy, Horror",3.8,okay
8239,2008,Dracula's Guest,"Adventure, Horror, Thrille",2.8,bad
8240,2008,Yat kor ho ba ba,Drama,6.2,good
8241,2009,Charlie Valentine,"Crime, Drama, Thriller",5.3,okay
8242,2009,Law Abiding Citizen,"Action, Crime, Drama",7.4,good
8243,2009,Chudo,Drama,6.4,good
8244,2009,Observe and Report,"Comedy, Crime, Drama",5.8,okay
8245,2007,Backwoods Bloodbath,Horror,3.0,okay
8246,2008,Mou ye chi sing,"Drama, Sport",5.3,okay
8247,2010,Kites,"Action, Drama, Romance",6.0,good
8248,2009,Obsessed,"Drama, Romance, Thriller",5.0,okay
8249,2008,Sex Galaxy,"Comedy, Sci-Fi",3.4,okay
8250,2008,Summer,Drama,6.8,good
8251,2009,Kirot,"Action, Drama, Thriller",5.7,okay
8252,2008,Ayat-Ayat Cinta,"Drama, Romance",7.1,good
8253,2009,The Boxer,"Action, Drama, Sport",5.0,okay
8254,2007,Den vyborov,Comedy,7.5,good
8255,2007,Son of a Lion,"Drama, War",6.7,good
8256,2009,Autumn,"Horror, Sci-Fi, Thriller",3.2,okay
8257,2008,Detsembrikuumus,"Action, Drama, History",6.7,good
8258,2009,Dieta mediterránea,Comedy,6.2,good
8259,2008,Parugu,"Action, Romance",7.0,good
8260,2009,À l'origine,Drama,7.1,good
8261,2009,Chawu,"Action, Comedy, Horror",5.7,okay
8262,2008,Tenure,"Comedy, Drama",6.1,good
8263,2008,Tiro en la cabeza,Drama,4.4,okay
8264,2008,Vicdan,Drama,5.3,okay
8265,2009,The Lost Skeleton Returns Again,Comedy,6.9,good
8266,2009,One Hour Fantasy Girl,"Drama, Mystery, Romance",5.4,okay
8267,2009,Two Million Stupid Women,Comedy,5.4,okay
8268,2008,Kantri,Action,4.9,okay
8269,2008,Mona,"Comedy, Romance",4.5,okay
8270,2008,Ploning,"Drama, Romance",5.3,okay
8271,2009,La Mission,Drama,7.0,good
8272,2009,Spooner,"Comedy, Drama",5.8,okay
8273,2010,One Too Many Mornings,"Comedy, Drama",6.3,good
8274,2009,Barking Water,Drama,5.7,okay
8275,2009,Funny People,"Comedy, Drama",6.3,good
8276,2007,Woo-ri-dong-ne,"Crime, Mystery, Thriller",6.2,good
8277,2009,Acid Factory,"Action, Crime, Mystery",5.0,okay
8278,2008,Mi guo,Drama,6.5,good
8279,2009,Reiki,"Action, Fantasy",4.5,okay
8280,2008,Respekt,Drama,4.2,okay
8281,2008,Six Reasons Why,"Sci-Fi, Western",2.7,bad
8282,2009,Lies & Illusions,"Action, Thriller",3.5,okay
8283,2008,O... Çocuklari,"Comedy, Drama",6.5,good
8284,2009,Yi ngoi,"Mystery, Thriller",6.6,good
8285,2009,Barah Aana,"Comedy, Crime, Drama",6.8,good
8286,2009,Crónicas chilangas,Comedy,6.6,good
8287,2009,Flugten,"Drama, Thriller",6.0,good
8288,2008,Platon,Drama,5.3,okay
8289,2008,Target Practice,"Action, Adventure",5.2,okay
8290,2008,Un été sans point ni coup sûr,"Drama, Sport",6.8,good
8291,2009,Dil Bole Hadippa!,"Comedy, Drama, Sport",4.5,okay
8292,2008,L'uomo che ama,Drama,5.7,okay
8293,2009,The Graves,"Adventure, Horror, Thrille",3.7,okay
8294,2009,Subdivision,"Comedy, Drama",5.5,okay
8295,2008,Desierto adentro,Drama,6.6,good
8296,2009,Alle Anderen,"Drama, Romance",6.7,good
8297,2008,Karma: Crime. Passion. Reincarnation,"Crime, Drama, Mystery",5.5,okay
8298,2008,"Nie klam, kochanie","Comedy, Romance",4.6,okay
8299,2009,Sensored,"Drama, Horror, Thriller",4.7,okay
8300,2008,Vacancy 2: The First Cut,"Horror, Thriller",5.0,okay
8301,2009,Quanto Dura o Amor?,"Drama, Romance",6.3,good
8302,2008,Ngor dik zeoi oi,Romance,6.1,good
8303,2009,Paintball,"Action, Thriller",3.9,okay
8304,2008,Gran Torino,Drama,8.1,good
8305,2009,Len Bias,Biography,7.2,good
8306,2009,The Rebound,"Comedy, Romance",6.3,good
8307,2008,Seoyang-goldong-yanggwajajeom Aentikeu,"Comedy, Drama, Romance",7.0,good
8308,2008,Gogo chilship,"Comedy, Music",6.7,good
8309,2008,Questa notte è ancora nostra,Comedy,5.0,okay
8310,2008,Bellini e o Demônio,"Action, Crime, Mystery",4.3,okay
8311,2007,Shivachki,Drama,7.1,good
8312,2008,The Dead Outside,"Horror, Mystery, Thriller",4.2,okay
8313,2009,Rain Fall,"Action, Crime, Drama",4.7,okay
8314,2008,Black & White,"Crime, Drama, Thriller",6.2,good
8315,2008,Camino,Drama,7.5,good
8316,2008,"One piece: Episodo obu choppa + Fuyu ni saku, kisek","Animation, Action, Comedy",7.1,good
8317,2008,Le crime est notre affaire,"Comedy, Crime, Mystery",6.0,good
8318,2009,Del amor y otros demonios,Drama,6.2,good
8319,2009,Vasha,"Crime, Drama, Thriller",5.7,okay
8320,2008,Nuit de chien,Drama,5.8,okay
8321,2009,Die Perlmutterfarbe,"Drama, Family",6.2,good
8322,2009,La teta asustada,"Drama, Music",6.7,good
8323,2009,El delfín: La historia de un soñador,"Animation, Adventure, Fami",3.6,okay
8324,2007,Winx Club: Il segreto del Regno Perduto,"Animation, Action, Adventu",5.6,okay
8325,2009,The Bleeding,"Action, Horror",2.9,bad
8326,2008,Confessions of a Porn Addict,Comedy,4.9,okay
8327,2008,Playing with Fire,Thriller,3.8,okay
8328,2009,Bomber,"Comedy, Drama",5.9,okay
8329,2009,Carmen van het noorden,"Drama, Music",5.2,okay
8330,2009,Engelen,Drama,6.7,good
8331,2009,Olsenbanden jr. og det sorte gullet,Family,4.6,okay
8332,2010,Person of Interest,"Crime, Drama, Thriller",5.7,okay
8333,2008,Pidtermyai huajai wawoon,Comedy,7.0,good
8334,2009,Les regrets,"Drama, Romance",6.1,good
8335,2009,Skavabölen pojat,Drama,6.6,good
8336,2009,Spion van Oranje,"Action, Comedy",3.7,okay
8337,2009,Toinen jalka haudasta,"Comedy, Drama",5.5,okay
8338,2009,Everyman's War,"Biography, Drama, War",5.1,okay
8339,2009,The Grind,Thriller,3.8,okay
8340,2008,Sommer,"Comedy, Drama, Romance",4.8,okay
8341,2009,Sutures,"Horror, Thriller",4.1,okay
8342,2009,Toe to Toe,Drama,5.2,okay
8343,2008,Allt flyter,"Comedy, Drama",5.8,okay
8344,2009,Beautiful Kate,"Drama, Mystery",6.7,good
8345,2009,ExTerminators,"Comedy, Drama",5.3,okay
8346,2008,Marlowe,"Adventure, Comedy, Crime",2.6,bad
8347,2010,Blood Done Sign My Name,Drama,6.6,good
8348,2009,Brooklyn's Finest,"Crime, Drama, Thriller",6.7,good
8349,2010,Flying Lessons,Drama,5.4,okay
8350,2009,The Janky Promoters,"Comedy, Crime, Music",5.1,okay
8351,2009,St Trinian's 2: The Legend of Fritton's Gold,"Adventure, Comedy",5.4,okay
8352,2007,Straight,"Crime, Drama, Romance",5.1,okay
8353,2008,Urmel voll in Fahrt,"Animation, Adventure, Come",4.5,okay
8354,2008,Jeszcze nie wieczór,"Comedy, Drama, Romance",6.5,good
8355,2008,Lost Islands,"Comedy, Drama",7.3,good
8356,2009,Pinprick,"Drama, Thriller",5.1,okay
8357,2008,Second Hand Wedding,"Comedy, Drama",6.3,good
8358,2008,Serce na dloni,"Comedy, Drama",4.9,okay
8359,2009,Command Performance,"Action, Drama, Thriller",5.6,okay
