,date,city,price
4161,2002-01-01,Composite-20,120.6
4162,2002-01-01,National-US,116.44
4163,2002-02-01,AZ-Phoenix,112.0
4164,2002-02-01,CA-Los Angeles,122.26
4165,2002-02-01,CA-San Diego,129.82
4166,2002-02-01,CA-San Francisco,126.06
4167,2002-02-01,CO-Denver,121.21
4168,2002-02-01,DC-Washington,127.19
4169,2002-02-01,FL-Miami,125.06
4170,2002-02-01,FL-Tampa,120.4
4171,2002-02-01,GA-Atlanta,111.6
4172,2002-02-01,IL-Chicago,117.29
4173,2002-02-01,MA-Boston,129.63
4174,2002-02-01,MI-Detroit,111.5
4175,2002-02-01,MN-Minneapolis,125.9
4176,2002-02-01,NC-Charlotte,104.48
4177,2002-02-01,NV-Las Vegas,113.96
4178,2002-02-01,NY-New York,125.4
4179,2002-02-01,OH-Cleveland,106.45
4180,2002-02-01,OR-Portland,108.53
4181,2002-02-01,TX-Dallas,111.4
4182,2002-02-01,WA-Seattle,112.0
4183,2002-02-01,Composite-10,124.45
4184,2002-02-01,Composite-20,121.0
4185,2002-02-01,National-US,116.92
4186,2002-03-01,AZ-Phoenix,112.6
4187,2002-03-01,CA-Los Angeles,124.12
4188,2002-03-01,CA-San Diego,131.76
4189,2002-03-01,CA-San Francisco,128.79
4190,2002-03-01,CO-Denver,122.05
4191,2002-03-01,DC-Washington,128.47
4192,2002-03-01,FL-Miami,126.35
4193,2002-03-01,FL-Tampa,122.07
4194,2002-03-01,GA-Atlanta,112.0
4195,2002-03-01,IL-Chicago,117.66
4196,2002-03-01,MA-Boston,131.21
4197,2002-03-01,MI-Detroit,111.5
4198,2002-03-01,MN-Minneapolis,126.7
4199,2002-03-01,NC-Charlotte,105.17
4200,2002-03-01,NV-Las Vegas,114.32
4201,2002-03-01,NY-New York,126.5
4202,2002-03-01,OH-Cleveland,106.94
4203,2002-03-01,OR-Portland,110.18
4204,2002-03-01,TX-Dallas,112.3
4205,2002-03-01,WA-Seattle,112.7
4206,2002-03-01,Composite-10,125.92
4207,2002-03-01,Composite-20,122.3
4208,2002-03-01,National-US,117.93
4209,2002-04-01,AZ-Phoenix,113.3
4210,2002-04-01,CA-Los Angeles,126.23
4211,2002-04-01,CA-San Diego,135.04
4212,2002-04-01,CA-San Francisco,132.62
4213,2002-04-01,CO-Denver,122.7
4214,2002-04-01,DC-Washington,130.78
4215,2002-04-01,FL-Miami,127.84
4216,2002-04-01,FL-Tampa,123.35
4217,2002-04-01,GA-Atlanta,112.3
4218,2002-04-01,IL-Chicago,118.97
4219,2002-04-01,MA-Boston,133.34
4220,2002-04-01,MI-Detroit,111.5
4221,2002-04-01,MN-Minneapolis,127.5
4222,2002-04-01,NC-Charlotte,105.98
4223,2002-04-01,NV-Las Vegas,114.72
4224,2002-04-01,NY-New York,127.93
4225,2002-04-01,OH-Cleveland,107.82
4226,2002-04-01,OR-Portland,110.65
4227,2002-04-01,TX-Dallas,113.1
4228,2002-04-01,WA-Seattle,113.4
4229,2002-04-01,Composite-10,127.95
4230,2002-04-01,Composite-20,123.9
4231,2002-04-01,National-US,119.21
4232,2002-05-01,AZ-Phoenix,114.0
4233,2002-05-01,CA-Los Angeles,128.73
4234,2002-05-01,CA-San Diego,138.14
4235,2002-05-01,CA-San Francisco,136.07
4236,2002-05-01,CO-Denver,123.95
4237,2002-05-01,DC-Washington,133.4
4238,2002-05-01,FL-Miami,129.83
4239,2002-05-01,FL-Tampa,124.76
4240,2002-05-01,GA-Atlanta,113.0
4241,2002-05-01,IL-Chicago,120.38
4242,2002-05-01,MA-Boston,136.76
4243,2002-05-01,MI-Detroit,112.2
4244,2002-05-01,MN-Minneapolis,129.3
4245,2002-05-01,NC-Charlotte,106.38
4246,2002-05-01,NV-Las Vegas,115.63
4247,2002-05-01,NY-New York,129.89
4248,2002-05-01,OH-Cleveland,108.69
4249,2002-05-01,OR-Portland,111.61
4250,2002-05-01,TX-Dallas,113.8
4251,2002-05-01,WA-Seattle,114.1
4252,2002-05-01,Composite-10,130.33
4253,2002-05-01,Composite-20,125.8
4254,2002-05-01,National-US,120.79
4255,2002-06-01,AZ-Phoenix,114.8
4256,2002-06-01,CA-Los Angeles,131.59
4257,2002-06-01,CA-San Diego,141.41
4258,2002-06-01,CA-San Francisco,139.35
4259,2002-06-01,CO-Denver,124.75
4260,2002-06-01,DC-Washington,135.67
4261,2002-06-01,FL-Miami,131.59
4262,2002-06-01,FL-Tampa,125.7
4263,2002-06-01,GA-Atlanta,113.7
4264,2002-06-01,IL-Chicago,121.56
4265,2002-06-01,MA-Boston,139.56
4266,2002-06-01,MI-Detroit,113.3
4267,2002-06-01,MN-Minneapolis,131.0
4268,2002-06-01,NC-Charlotte,106.86
4269,2002-06-01,NV-Las Vegas,116.7
4270,2002-06-01,NY-New York,132.2
4271,2002-06-01,OH-Cleveland,109.79
4272,2002-06-01,OR-Portland,111.87
4273,2002-06-01,TX-Dallas,113.9
4274,2002-06-01,WA-Seattle,114.8
4275,2002-06-01,Composite-10,132.76
4276,2002-06-01,Composite-20,127.8
4277,2002-06-01,National-US,122.33
4278,2002-07-01,AZ-Phoenix,115.4
4279,2002-07-01,CA-Los Angeles,133.97
4280,2002-07-01,CA-San Diego,144.15
4281,2002-07-01,CA-San Francisco,141.02
4282,2002-07-01,CO-Denver,125.46
4283,2002-07-01,DC-Washington,138.48
4284,2002-07-01,FL-Miami,133.39
4285,2002-07-01,FL-Tampa,127.18
4286,2002-07-01,GA-Atlanta,114.3
4287,2002-07-01,IL-Chicago,122.77
4288,2002-07-01,MA-Boston,141.77
4289,2002-07-01,MI-Detroit,114.4
4290,2002-07-01,MN-Minneapolis,132.7
4291,2002-07-01,NC-Charlotte,106.9
4292,2002-07-01,NV-Las Vegas,117.61
4293,2002-07-01,NY-New York,135.18
4294,2002-07-01,OH-Cleveland,110.25
4295,2002-07-01,OR-Portland,113.06
4296,2002-07-01,TX-Dallas,113.9
4297,2002-07-01,WA-Seattle,115.2
4298,2002-07-01,Composite-10,135.04
4299,2002-07-01,Composite-20,129.6
4300,2002-07-01,National-US,123.69
4301,2002-08-01,AZ-Phoenix,115.9
4302,2002-08-01,CA-Los Angeles,136.59
4303,2002-08-01,CA-San Diego,147.25
4304,2002-08-01,CA-San Francisco,141.93
4305,2002-08-01,CO-Denver,125.55
4306,2002-08-01,DC-Washington,140.68
4307,2002-08-01,FL-Miami,134.91
4308,2002-08-01,FL-Tampa,128.18
4309,2002-08-01,GA-Atlanta,114.6
4310,2002-08-01,IL-Chicago,123.49
4311,2002-08-01,MA-Boston,143.66
4312,2002-08-01,MI-Detroit,115.0
4313,2002-08-01,MN-Minneapolis,134.1
4314,2002-08-01,NC-Charlotte,107.37
4315,2002-08-01,NV-Las Vegas,118.34
4316,2002-08-01,NY-New York,137.74
4317,2002-08-01,OH-Cleveland,110.44
4318,2002-08-01,OR-Portland,112.94
4319,2002-08-01,TX-Dallas,114.4
4320,2002-08-01,WA-Seattle,115.4
4321,2002-08-01,Composite-10,137.04
4322,2002-08-01,Composite-20,131.2
4323,2002-08-01,National-US,124.73
4324,2002-09-01,AZ-Phoenix,116.1
4325,2002-09-01,CA-Los Angeles,138.62
4326,2002-09-01,CA-San Diego,149.54
4327,2002-09-01,CA-San Francisco,142.29
4328,2002-09-01,CO-Denver,125.66
4329,2002-09-01,DC-Washington,142.39
4330,2002-09-01,FL-Miami,136.76
4331,2002-09-01,FL-Tampa,128.9
4332,2002-09-01,GA-Atlanta,114.7
4333,2002-09-01,IL-Chicago,124.07
4334,2002-09-01,MA-Boston,145.85
4335,2002-09-01,MI-Detroit,115.4
4336,2002-09-01,MN-Minneapolis,135.1
4337,2002-09-01,NC-Charlotte,107.57
4338,2002-09-01,NV-Las Vegas,118.91
4339,2002-09-01,NY-New York,139.69
4340,2002-09-01,OH-Cleveland,110.2
4341,2002-09-01,OR-Portland,113.03
4342,2002-09-01,TX-Dallas,114.5
4343,2002-09-01,WA-Seattle,115.6
4344,2002-09-01,Composite-10,138.62
4345,2002-09-01,Composite-20,132.4
4346,2002-09-01,National-US,125.49
4347,2002-10-01,AZ-Phoenix,116.4
4348,2002-10-01,CA-Los Angeles,140.76
4349,2002-10-01,CA-San Diego,151.87
4350,2002-10-01,CA-San Francisco,142.74
4351,2002-10-01,CO-Denver,125.69
4352,2002-10-01,DC-Washington,143.3
4353,2002-10-01,FL-Miami,138.62
4354,2002-10-01,FL-Tampa,129.48
4355,2002-10-01,GA-Atlanta,114.8
4356,2002-10-01,IL-Chicago,124.66
4357,2002-10-01,MA-Boston,147.43
4358,2002-10-01,MI-Detroit,115.5
4359,2002-10-01,MN-Minneapolis,136.5
4360,2002-10-01,NC-Charlotte,107.45
4361,2002-10-01,NV-Las Vegas,119.98
4362,2002-10-01,NY-New York,141.58
4363,2002-10-01,OH-Cleveland,110.16
4364,2002-10-01,OR-Portland,112.86
4365,2002-10-01,TX-Dallas,114.1
4366,2002-10-01,WA-Seattle,115.8
4367,2002-10-01,Composite-10,140.12
4368,2002-10-01,Composite-20,133.5
4369,2002-10-01,National-US,126.14
4370,2002-11-01,AZ-Phoenix,116.5
4371,2002-11-01,CA-Los Angeles,142.07
4372,2002-11-01,CA-San Diego,153.58
4373,2002-11-01,CA-San Francisco,143.06
4374,2002-11-01,CO-Denver,125.84
4375,2002-11-01,DC-Washington,143.77
4376,2002-11-01,FL-Miami,140.09
4377,2002-11-01,FL-Tampa,130.43
4378,2002-11-01,GA-Atlanta,114.9
4379,2002-11-01,IL-Chicago,125.38
4380,2002-11-01,MA-Boston,148.33
4381,2002-11-01,MI-Detroit,116.1
4382,2002-11-01,MN-Minneapolis,137.2
4383,2002-11-01,NC-Charlotte,107.23
4384,2002-11-01,NV-Las Vegas,120.93
4385,2002-11-01,NY-New York,143.29
4386,2002-11-01,OH-Cleveland,109.65
4387,2002-11-01,OR-Portland,113.09
4388,2002-11-01,TX-Dallas,113.8
4389,2002-11-01,WA-Seattle,115.8
4390,2002-11-01,Composite-10,141.26
4391,2002-11-01,Composite-20,134.4
4392,2002-11-01,National-US,126.64
4393,2002-12-01,AZ-Phoenix,116.7
4394,2002-12-01,CA-Los Angeles,143.26
4395,2002-12-01,CA-San Diego,154.43
4396,2002-12-01,CA-San Francisco,142.4
4397,2002-12-01,CO-Denver,125.41
4398,2002-12-01,DC-Washington,144.96
4399,2002-12-01,FL-Miami,141.98
4400,2002-12-01,FL-Tampa,132.18
4401,2002-12-01,GA-Atlanta,114.9
4402,2002-12-01,IL-Chicago,126.27
4403,2002-12-01,MA-Boston,147.28
4404,2002-12-01,MI-Detroit,115.9
4405,2002-12-01,MN-Minneapolis,138.5
4406,2002-12-01,NC-Charlotte,107.18
4407,2002-12-01,NV-Las Vegas,121.73
4408,2002-12-01,NY-New York,145.2
4409,2002-12-01,OH-Cleveland,109.98
4410,2002-12-01,OR-Portland,113.51
4411,2002-12-01,TX-Dallas,113.8
4412,2002-12-01,WA-Seattle,116.1
4413,2002-12-01,Composite-10,142.18
4414,2002-12-01,Composite-20,135.1
4415,2002-12-01,National-US,127.15
4416,2003-01-01,AZ-Phoenix,117.1
4417,2003-01-01,CA-Los Angeles,144.27
4418,2003-01-01,CA-San Diego,155.4
4419,2003-01-01,CA-San Francisco,141.9
4420,2003-01-01,CO-Denver,124.81
4421,2003-01-01,DC-Washington,145.19
4422,2003-01-01,FL-Miami,143.78
4423,2003-01-01,FL-Tampa,133.22
4424,2003-01-01,GA-Atlanta,115.1
4425,2003-01-01,IL-Chicago,126.77
4426,2003-01-01,MA-Boston,146.79
4427,2003-01-01,MI-Detroit,115.5
4428,2003-01-01,MN-Minneapolis,138.5
4429,2003-01-01,NC-Charlotte,107.68
4430,2003-01-01,NV-Las Vegas,121.94
4431,2003-01-01,NY-New York,146.55
4432,2003-01-01,OH-Cleveland,110.15
4433,2003-01-01,OR-Portland,113.69
4434,2003-01-01,TX-Dallas,113.8
4435,2003-01-01,WA-Seattle,115.8
4436,2003-01-01,Composite-10,142.86
4437,2003-01-01,Composite-20,135.6
4438,2003-01-01,National-US,127.65
4439,2003-02-01,AZ-Phoenix,117.7
4440,2003-02-01,CA-Los Angeles,145.3
4441,2003-02-01,CA-San Diego,156.17
4442,2003-02-01,CA-San Francisco,142.19
4443,2003-02-01,CO-Denver,124.33
4444,2003-02-01,DC-Washington,146.01
4445,2003-02-01,FL-Miami,145.46
4446,2003-02-01,FL-Tampa,134.29
4447,2003-02-01,GA-Atlanta,115.2
4448,2003-02-01,IL-Chicago,127.48
4449,2003-02-01,MA-Boston,147.18
4450,2003-02-01,MI-Detroit,114.6
4451,2003-02-01,MN-Minneapolis,138.8
4452,2003-02-01,NC-Charlotte,107.85
4453,2003-02-01,NV-Las Vegas,122.46
4454,2003-02-01,NY-New York,147.3
4455,2003-02-01,OH-Cleveland,110.58
4456,2003-02-01,OR-Portland,114.18
4457,2003-02-01,TX-Dallas,113.3
4458,2003-02-01,WA-Seattle,116.2
4459,2003-02-01,Composite-10,143.59
4460,2003-02-01,Composite-20,136.1
4461,2003-02-01,National-US,128.33
4462,2003-03-01,AZ-Phoenix,118.7
4463,2003-03-01,CA-Los Angeles,147.23
4464,2003-03-01,CA-San Diego,157.75
4465,2003-03-01,CA-San Francisco,143.0
4466,2003-03-01,CO-Denver,124.87
4467,2003-03-01,DC-Washington,146.75
4468,2003-03-01,FL-Miami,147.09
4469,2003-03-01,FL-Tampa,134.56
4470,2003-03-01,GA-Atlanta,115.8
4471,2003-03-01,IL-Chicago,128.26
4472,2003-03-01,MA-Boston,148.99
4473,2003-03-01,MI-Detroit,115.3
4474,2003-03-01,MN-Minneapolis,138.9
4475,2003-03-01,NC-Charlotte,107.8
4476,2003-03-01,NV-Las Vegas,122.94
4477,2003-03-01,NY-New York,148.38
4478,2003-03-01,OH-Cleveland,110.82
4479,2003-03-01,OR-Portland,114.84
4480,2003-03-01,TX-Dallas,112.9
4481,2003-03-01,WA-Seattle,117.0
4482,2003-03-01,Composite-10,144.84
4483,2003-03-01,Composite-20,137.2
4484,2003-03-01,National-US,129.31
4485,2003-04-01,AZ-Phoenix,119.3
4486,2003-04-01,CA-Los Angeles,149.65
4487,2003-04-01,CA-San Diego,160.23
4488,2003-04-01,CA-San Francisco,144.69
4489,2003-04-01,CO-Denver,125.17
4490,2003-04-01,DC-Washington,148.92
4491,2003-04-01,FL-Miami,148.36
4492,2003-04-01,FL-Tampa,136.16
4493,2003-04-01,GA-Atlanta,116.0
4494,2003-04-01,IL-Chicago,129.05
4495,2003-04-01,MA-Boston,150.42
4496,2003-04-01,MI-Detroit,116.3
4497,2003-04-01,MN-Minneapolis,139.7
4498,2003-04-01,NC-Charlotte,107.69
4499,2003-04-01,NV-Las Vegas,124.46
4500,2003-04-01,NY-New York,149.53
4501,2003-04-01,OH-Cleveland,111.88
4502,2003-04-01,OR-Portland,115.86
4503,2003-04-01,TX-Dallas,113.2
4504,2003-04-01,WA-Seattle,118.2
4505,2003-04-01,Composite-10,146.45
4506,2003-04-01,Composite-20,138.5
4507,2003-04-01,National-US,130.49
4508,2003-05-01,AZ-Phoenix,120.0
4509,2003-05-01,CA-Los Angeles,152.27
4510,2003-05-01,CA-San Diego,162.55
4511,2003-05-01,CA-San Francisco,145.53
4512,2003-05-01,CO-Denver,125.67
4513,2003-05-01,DC-Washington,151.53
4514,2003-05-01,FL-Miami,149.75
4515,2003-05-01,FL-Tampa,137.85
4516,2003-05-01,GA-Atlanta,116.8
4517,2003-05-01,IL-Chicago,130.52
4518,2003-05-01,MA-Boston,152.15
4519,2003-05-01,MI-Detroit,117.4
4520,2003-05-01,MN-Minneapolis,141.2
4521,2003-05-01,NC-Charlotte,107.86
4522,2003-05-01,NV-Las Vegas,125.68
4523,2003-05-01,NY-New York,150.88
4524,2003-05-01,OH-Cleveland,113.04
4525,2003-05-01,OR-Portland,116.94
4526,2003-05-01,TX-Dallas,113.9
4527,2003-05-01,WA-Seattle,119.2
4528,2003-05-01,Composite-10,148.17
4529,2003-05-01,Composite-20,140.0
4530,2003-05-01,National-US,131.84
4531,2003-06-01,AZ-Phoenix,120.7
4532,2003-06-01,CA-Los Angeles,154.98
4533,2003-06-01,CA-San Diego,165.26
4534,2003-06-01,CA-San Francisco,146.53
4535,2003-06-01,CO-Denver,125.61
4536,2003-06-01,DC-Washington,154.0
4537,2003-06-01,FL-Miami,150.67
4538,2003-06-01,FL-Tampa,138.7
4539,2003-06-01,GA-Atlanta,117.3
4540,2003-06-01,IL-Chicago,131.43
4541,2003-06-01,MA-Boston,153.3
4542,2003-06-01,MI-Detroit,117.7
4543,2003-06-01,MN-Minneapolis,142.4
4544,2003-06-01,NC-Charlotte,108.75
4545,2003-06-01,NV-Las Vegas,127.38
4546,2003-06-01,NY-New York,151.86
4547,2003-06-01,OH-Cleveland,114.03
4548,2003-06-01,OR-Portland,118.28
4549,2003-06-01,TX-Dallas,114.9
4550,2003-06-01,WA-Seattle,120.1
4551,2003-06-01,Composite-10,149.7
4552,2003-06-01,Composite-20,141.3
4553,2003-06-01,National-US,133.23
4554,2003-07-01,AZ-Phoenix,121.7
4555,2003-07-01,CA-Los Angeles,158.34
4556,2003-07-01,CA-San Diego,167.98
4557,2003-07-01,CA-San Francisco,147.75
4558,2003-07-01,CO-Denver,126.07
4559,2003-07-01,DC-Washington,156.47
4560,2003-07-01,FL-Miami,152.65
4561,2003-07-01,FL-Tampa,139.61
4562,2003-07-01,GA-Atlanta,117.7
4563,2003-07-01,IL-Chicago,132.5
4564,2003-07-01,MA-Boston,154.21
4565,2003-07-01,MI-Detroit,118.1
4566,2003-07-01,MN-Minneapolis,144.3
4567,2003-07-01,NC-Charlotte,109.03
4568,2003-07-01,NV-Las Vegas,129.3
4569,2003-07-01,NY-New York,153.5
4570,2003-07-01,OH-Cleveland,114.71
4571,2003-07-01,OR-Portland,119.21
4572,2003-07-01,TX-Dallas,115.2
4573,2003-07-01,WA-Seattle,120.8
4574,2003-07-01,Composite-10,151.65
4575,2003-07-01,Composite-20,142.9
4576,2003-07-01,National-US,134.65
4577,2003-08-01,AZ-Phoenix,122.8
4578,2003-08-01,CA-Los Angeles,161.89
4579,2003-08-01,CA-San Diego,171.27
4580,2003-08-01,CA-San Francisco,148.72
4581,2003-08-01,CO-Denver,126.72
4582,2003-08-01,DC-Washington,158.7
4583,2003-08-01,FL-Miami,155.07
4584,2003-08-01,FL-Tampa,140.14
4585,2003-08-01,GA-Atlanta,118.1
4586,2003-08-01,IL-Chicago,133.01
4587,2003-08-01,MA-Boston,154.97
4588,2003-08-01,MI-Detroit,118.3
4589,2003-08-01,MN-Minneapolis,145.7
4590,2003-08-01,NC-Charlotte,109.46
4591,2003-08-01,NV-Las Vegas,131.85
4592,2003-08-01,NY-New York,155.14
4593,2003-08-01,OH-Cleveland,115.55
4594,2003-08-01,OR-Portland,119.95
4595,2003-08-01,TX-Dallas,115.3
4596,2003-08-01,WA-Seattle,121.8
4597,2003-08-01,Composite-10,153.61
4598,2003-08-01,Composite-20,144.5
4599,2003-08-01,National-US,135.97
4600,2003-09-01,AZ-Phoenix,123.8
4601,2003-09-01,CA-Los Angeles,165.29
4602,2003-09-01,CA-San Diego,175.03
4603,2003-09-01,CA-San Francisco,150.25
4604,2003-09-01,CO-Denver,126.94
4605,2003-09-01,DC-Washington,161.01
4606,2003-09-01,FL-Miami,157.28
4607,2003-09-01,FL-Tampa,142.36
4608,2003-09-01,GA-Atlanta,118.5
4609,2003-09-01,IL-Chicago,133.94
4610,2003-09-01,MA-Boston,156.38
4611,2003-09-01,MI-Detroit,118.8
4612,2003-09-01,MN-Minneapolis,147.4
4613,2003-09-01,NC-Charlotte,109.24
4614,2003-09-01,NV-Las Vegas,134.16
4615,2003-09-01,NY-New York,157.1
4616,2003-09-01,OH-Cleveland,116.08
4617,2003-09-01,OR-Portland,120.49
4618,2003-09-01,TX-Dallas,115.2
4619,2003-09-01,WA-Seattle,122.4
4620,2003-09-01,Composite-10,155.77
4621,2003-09-01,Composite-20,146.2
4622,2003-09-01,National-US,137.08
4623,2003-10-01,AZ-Phoenix,124.7
4624,2003-10-01,CA-Los Angeles,168.4
4625,2003-10-01,CA-San Diego,178.7
4626,2003-10-01,CA-San Francisco,151.75
4627,2003-10-01,CO-Denver,127.05
4628,2003-10-01,DC-Washington,162.65
4629,2003-10-01,FL-Miami,159.59
4630,2003-10-01,FL-Tampa,143.73
4631,2003-10-01,GA-Atlanta,118.4
4632,2003-10-01,IL-Chicago,134.87
4633,2003-10-01,MA-Boston,157.63
4634,2003-10-01,MI-Detroit,119.5
4635,2003-10-01,MN-Minneapolis,148.4
4636,2003-10-01,NC-Charlotte,110.18
4637,2003-10-01,NV-Las Vegas,136.77
4638,2003-10-01,NY-New York,158.73
4639,2003-10-01,OH-Cleveland,116.46
4640,2003-10-01,OR-Portland,121.03
4641,2003-10-01,TX-Dallas,114.8
4642,2003-10-01,WA-Seattle,123.4
4643,2003-10-01,Composite-10,157.71
4644,2003-10-01,Composite-20,147.8
4645,2003-10-01,National-US,137.98
4646,2003-11-01,AZ-Phoenix,125.5
4647,2003-11-01,CA-Los Angeles,171.11
4648,2003-11-01,CA-San Diego,181.79
4649,2003-11-01,CA-San Francisco,153.36
4650,2003-11-01,CO-Denver,127.08
4651,2003-11-01,DC-Washington,164.14
4652,2003-11-01,FL-Miami,161.11
4653,2003-11-01,FL-Tampa,145.27
4654,2003-11-01,GA-Atlanta,118.4
4655,2003-11-01,IL-Chicago,135.91
4656,2003-11-01,MA-Boston,158.63
4657,2003-11-01,MI-Detroit,119.8
4658,2003-11-01,MN-Minneapolis,149.3
4659,2003-11-01,NC-Charlotte,110.53
4660,2003-11-01,NV-Las Vegas,139.16
4661,2003-11-01,NY-New York,160.59
4662,2003-11-01,OH-Cleveland,116.12
4663,2003-11-01,OR-Portland,121.66
4664,2003-11-01,TX-Dallas,114.5
4665,2003-11-01,WA-Seattle,123.5
4666,2003-11-01,Composite-10,159.55
4667,2003-11-01,Composite-20,149.2
4668,2003-11-01,National-US,138.77
4669,2003-12-01,AZ-Phoenix,126.3
4670,2003-12-01,CA-Los Angeles,173.98
4671,2003-12-01,CA-San Diego,184.11
4672,2003-12-01,CA-San Francisco,154.62
4673,2003-12-01,CO-Denver,126.98
4674,2003-12-01,DC-Washington,165.79
4675,2003-12-01,FL-Miami,162.93
4676,2003-12-01,FL-Tampa,145.61
4677,2003-12-01,GA-Atlanta,118.3
4678,2003-12-01,IL-Chicago,137.09
4679,2003-12-01,MA-Boston,158.58
4680,2003-12-01,MI-Detroit,119.8
4681,2003-12-01,MN-Minneapolis,149.4
4682,2003-12-01,NC-Charlotte,110.65
4683,2003-12-01,NV-Las Vegas,142.69
4684,2003-12-01,NY-New York,162.31
4685,2003-12-01,OH-Cleveland,116.14
4686,2003-12-01,OR-Portland,122.1
4687,2003-12-01,TX-Dallas,114.0
4688,2003-12-01,WA-Seattle,124.3
4689,2003-12-01,Composite-10,161.27
4690,2003-12-01,Composite-20,150.4
4691,2003-12-01,National-US,139.63
4692,2004-01-01,AZ-Phoenix,126.6
4693,2004-01-01,CA-Los Angeles,177.01
4694,2004-01-01,CA-San Diego,186.33
4695,2004-01-01,CA-San Francisco,155.93
4696,2004-01-01,CO-Denver,127.2
4697,2004-01-01,DC-Washington,167.79
4698,2004-01-01,FL-Miami,164.82
4699,2004-01-01,FL-Tampa,147.9
4700,2004-01-01,GA-Atlanta,118.6
4701,2004-01-01,IL-Chicago,137.65
4702,2004-01-01,MA-Boston,158.54
4703,2004-01-01,MI-Detroit,119.5
4704,2004-01-01,MN-Minneapolis,149.7
4705,2004-01-01,NC-Charlotte,109.75
4706,2004-01-01,NV-Las Vegas,145.95
4707,2004-01-01,NY-New York,163.63
4708,2004-01-01,OH-Cleveland,115.62
4709,2004-01-01,OR-Portland,122.06
4710,2004-01-01,TX-Dallas,114.0
4711,2004-01-01,WA-Seattle,124.4
4712,2004-01-01,Composite-10,162.9
4713,2004-01-01,Composite-20,151.6
4714,2004-01-01,National-US,140.71
4715,2004-02-01,AZ-Phoenix,127.2
4716,2004-02-01,CA-Los Angeles,180.49
4717,2004-02-01,CA-San Diego,189.89
4718,2004-02-01,CA-San Francisco,158.11
4719,2004-02-01,CO-Denver,127.21
4720,2004-02-01,DC-Washington,169.51
4721,2004-02-01,FL-Miami,166.65
4722,2004-02-01,FL-Tampa,149.04
4723,2004-02-01,GA-Atlanta,118.6
4724,2004-02-01,IL-Chicago,138.1
4725,2004-02-01,MA-Boston,159.19
4726,2004-02-01,MI-Detroit,119.3
4727,2004-02-01,MN-Minneapolis,149.9
4728,2004-02-01,NC-Charlotte,109.63
4729,2004-02-01,NV-Las Vegas,149.93
4730,2004-02-01,NY-New York,164.92
4731,2004-02-01,OH-Cleveland,115.47
4732,2004-02-01,OR-Portland,122.41
4733,2004-02-01,TX-Dallas,113.8
4734,2004-02-01,WA-Seattle,125.2
4735,2004-02-01,Composite-10,164.82
4736,2004-02-01,Composite-20,153.1
4737,2004-02-01,National-US,142.04
4738,2004-03-01,AZ-Phoenix,128.5
4739,2004-03-01,CA-Los Angeles,186.55
4740,2004-03-01,CA-San Diego,196.4
4741,2004-03-01,CA-San Francisco,160.9
4742,2004-03-01,CO-Denver,127.73
4743,2004-03-01,DC-Washington,172.3
4744,2004-03-01,FL-Miami,170.0
4745,2004-03-01,FL-Tampa,151.56
4746,2004-03-01,GA-Atlanta,119.0
4747,2004-03-01,IL-Chicago,138.08
4748,2004-03-01,MA-Boston,161.1
4749,2004-03-01,MI-Detroit,119.9
4750,2004-03-01,MN-Minneapolis,150.7
4751,2004-03-01,NC-Charlotte,110.42
4752,2004-03-01,NV-Las Vegas,157.87
4753,2004-03-01,NY-New York,166.61
4754,2004-03-01,OH-Cleveland,115.59
4755,2004-03-01,OR-Portland,122.75
4756,2004-03-01,TX-Dallas,113.2
4757,2004-03-01,WA-Seattle,126.3
4758,2004-03-01,Composite-10,167.91
4759,2004-03-01,Composite-20,155.4
4760,2004-03-01,National-US,144.09
4761,2004-04-01,AZ-Phoenix,130.1
4762,2004-04-01,CA-Los Angeles,193.22
4763,2004-04-01,CA-San Diego,203.64
4764,2004-04-01,CA-San Francisco,164.65
4765,2004-04-01,CO-Denver,128.34
4766,2004-04-01,DC-Washington,176.62
4767,2004-04-01,FL-Miami,172.61
4768,2004-04-01,FL-Tampa,152.53
4769,2004-04-01,GA-Atlanta,120.1
4770,2004-04-01,IL-Chicago,139.26
4771,2004-04-01,MA-Boston,164.29
4772,2004-04-01,MI-Detroit,120.4
4773,2004-04-01,MN-Minneapolis,152.2
4774,2004-04-01,NC-Charlotte,111.66
4775,2004-04-01,NV-Las Vegas,166.32
4776,2004-04-01,NY-New York,168.3
4777,2004-04-01,OH-Cleveland,117.05
4778,2004-04-01,OR-Portland,124.97
4779,2004-04-01,TX-Dallas,114.2
4780,2004-04-01,WA-Seattle,128.2
4781,2004-04-01,Composite-10,171.58
4782,2004-04-01,Composite-20,158.4
4783,2004-04-01,National-US,146.18
4784,2004-05-01,AZ-Phoenix,131.9
4785,2004-05-01,CA-Los Angeles,199.58
4786,2004-05-01,CA-San Diego,210.94
4787,2004-05-01,CA-San Francisco,167.76
4788,2004-05-01,CO-Denver,129.12
4789,2004-05-01,DC-Washington,182.19
4790,2004-05-01,FL-Miami,176.4
4791,2004-05-01,FL-Tampa,154.96
4792,2004-05-01,GA-Atlanta,120.8
4793,2004-05-01,IL-Chicago,141.28
4794,2004-05-01,MA-Boston,166.59
4795,2004-05-01,MI-Detroit,121.3
4796,2004-05-01,MN-Minneapolis,153.7
4797,2004-05-01,NC-Charlotte,112.58
4798,2004-05-01,NV-Las Vegas,174.98
4799,2004-05-01,NY-New York,170.52
